Attending District Institutional ID,District,Attending School Institutional ID,School
2183,Gresham-Barlow SD 10J,2183,Gresham-Barlow SD 10J
2183,Gresham-Barlow SD 10J,936,Hall Elementary School
2183,Gresham-Barlow SD 10J,935,Highland Elementary School
2183,Gresham-Barlow SD 10J,3543,Hogan Cedars Elementary School
2183,Gresham-Barlow SD 10J,937,Hollydale Elementary School
2183,Gresham-Barlow SD 10J,1313,Kelly Creek Elementary School
2183,Gresham-Barlow SD 10J,4667,Lewis and Clark Montessori Charter School
2183,Gresham-Barlow SD 10J,4740,Metro East Web Academy
2183,Gresham-Barlow SD 10J,938,North Gresham Elementary School
2183,Gresham-Barlow SD 10J,939,Powell Valley Elementary School
2183,Gresham-Barlow SD 10J,5152,Rosemary Anderson High School - East (Gresham)  
2183,Gresham-Barlow SD 10J,987,Sam Barlow High School
2183,Gresham-Barlow SD 10J,3577,Springwater Trail High School
2183,Gresham-Barlow SD 10J,940,West Gresham Elementary School
2183,Gresham-Barlow SD 10J,942,West Orient Middle School
2014,Harney County SD 3,359,Burns High School
2014,Harney County SD 3,342,Henry L Slater Elementary School
2014,Harney County SD 3,355,Hines Middle School
2015,Harney County SD 4,346,Crane Elementary School
2015,Harney County SD 4,5446,Oregon Family School
2023,Harney County Union High SD 1J,358,Crane Union High School
2114,Harper SD 66,3362,Harper Charter School
2099,Harrisburg SD 7J,659,Harrisburg Elementary School
2099,Harrisburg SD 7J,689,Harrisburg High School
2099,Harrisburg SD 7J,2723,Harrisburg Middle School
2201,Helix SD 1,3364,Helix School
2206,Hermiston SD 8,1039,Armand Larive Middle School
2206,Hermiston SD 8,3426,Desert View Elementary School
2206,Hermiston SD 8,1040,Hermiston High School
2206,Hermiston SD 8,2206,Hermiston SD 8
2206,Hermiston SD 8,1034,Highland Hills Elementary School
2206,Hermiston SD 8,1036,Rocky Heights Elementary School
2206,Hermiston SD 8,1333,Sandstone Middle School
2206,Hermiston SD 8,1037,Sunset Elementary School
2206,Hermiston SD 8,1038,West Park Elementary School
1975,High Desert ESD,240,Hope Academy
2239,Hillsboro SD 1J,1112,Brookwood Elementary School
2239,Hillsboro SD 1J,1147,Butternut Creek Elementary School
2239,Hillsboro SD 1J,1368,Century High School
2239,Hillsboro SD 1J,4206,City View Charter School
2239,Hillsboro SD 1J,1115,Eastwood Elementary School
2239,Hillsboro SD 1J,1197,Evergreen Jr High School
2239,Hillsboro SD 1J,1189,Farmington View Elementary School
2239,Hillsboro SD 1J,4641,Free Orchards Elementary School
2239,Hillsboro SD 1J,1200,Glencoe High School
2239,Hillsboro SD 1J,1152,Groner K-8
2239,Hillsboro SD 1J,1201,Hillsboro High School
2239,Hillsboro SD 1J,4973,Hillsboro Online Academy
2239,Hillsboro SD 1J,2239,Hillsboro SD 1J
2239,Hillsboro SD 1J,3536,Imlay Elementary School
2239,Hillsboro SD 1J,1148,Indian Hills Elementary School
2239,Hillsboro SD 1J,1199,J W Poynter Middle School
2239,Hillsboro SD 1J,1285,Jackson Elementary School
2239,Hillsboro SD 1J,1150,Ladd Acres Elementary School
2239,Hillsboro SD 1J,1110,Lenox Elementary School
2239,Hillsboro SD 1J,4018,Liberty High School
2239,Hillsboro SD 1J,4642,Lincoln Street Elementary School
2239,Hillsboro SD 1J,1116,Minter Bridge Elementary School
2239,Hillsboro SD 1J,1117,Mooberry Elementary School
2239,Hillsboro SD 1J,1190,North Plains Elementary School
2239,Hillsboro SD 1J,3160,Orenco Elementary School
2239,Hillsboro SD 1J,3159,Paul L Patterson Elementary School
2239,Hillsboro SD 1J,4643,Quatama Elementary School
2239,Hillsboro SD 1J,1196,R A Brown Middle School
2239,Hillsboro SD 1J,1149,Reedville Elementary School
2239,Hillsboro SD 1J,4703,Rosedale Elementary School
2239,Hillsboro SD 1J,1198,South Meadows Middle School
2239,Hillsboro SD 1J,1302,Tobias Elementary School
2239,Hillsboro SD 1J,1119,W L Henry Elementary School
2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School
2239,Hillsboro SD 1J,1111,West Union Elementary School
2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School
2024,Hood River County SD,3372,Cascade Locks School
2024,Hood River County SD,2024,Hood River County SD
2024,Hood River County SD,361,Hood River Middle School
2024,Hood River County SD,369,Hood River Valley High School
2024,Hood River County SD,362,May Street Elementary School
2024,Hood River County SD,363,Mid Valley Elementary School
2024,Hood River County SD,364,Parkdale Elementary School
2024,Hood River County SD,2300,The Next Door
2024,Hood River County SD,366,Westside Elementary School
2024,Hood River County SD,367,WyEast Middle School
1895,Huntington SD 16J,3351,Huntington School
2215,Imbler SD 11,1079,Imbler Charter School
2200,InterMountain ESD,4846,Lifeways Inc
3997,Ione SD R2,3363,Ione Community Charter School
2053,Jefferson County SD 509J,3458,Big Muddy Elementary
2053,Jefferson County SD 509J,5359,Bridges High School
2053,Jefferson County SD 509J,429,Buff Elementary School
2053,Jefferson County SD 509J,1773,Jefferson County Middle School
2053,Jefferson County SD 509J,430,Madras Elementary School
2053,Jefferson County SD 509J,434,Madras High School
2053,Jefferson County SD 509J,431,Metolius Elementary School
2053,Jefferson County SD 509J,432,Warm Springs K-8 Academy
2140,Jefferson SD 14J,721,Jefferson Elementary School
2140,Jefferson SD 14J,723,Jefferson High School
2140,Jefferson SD 14J,722,Jefferson Middle School
1934,Jewell SD 8,3352,Jewell School
2008,John Day SD 3,331,Grant Union Junior/Senior High School
2008,John Day SD 3,327,Humbolt Elementary School
2008,John Day SD 3,330,Seneca Elementary School
2107,Jordan Valley SD 3,691,Jordan Valley Elementary School
2107,Jordan Valley SD 3,712,Jordan Valley High School
2107,Jordan Valley SD 3,3132,Rockville Elementary School
2219,Joseph SD 6,1084,Imnaha Elementary School
2219,Joseph SD 6,1087,Joseph Charter School
2091,Junction City SD 69,4717,Bridgeway House
2091,Junction City SD 69,1792,Jasper Mountain Center
2091,Junction City SD 69,597,Junction City High School
2091,Junction City SD 69,595,Laurel Elementary School
2091,Junction City SD 69,3545,Looking Glass Center Point School
2091,Junction City SD 69,1532,Looking Glass Riverfront School & Career Center
2091,Junction City SD 69,596,Oaklea Middle School
2091,Junction City SD 69,1297,Territorial Elementary School
2091,Junction City SD 69,1545,Wellsprings Friends School
2109,Juntura SD 12,700,Juntura Elementary School
2057,Klamath County SD,467,Bonanza Elementary School
2057,Klamath County SD,482,Bonanza Junior/Senior High School
2057,Klamath County SD,480,Brixner Junior High School
2057,Klamath County SD,468,Chiloquin Elementary School
2057,Klamath County SD,483,Chiloquin High School
2057,Klamath County SD,4848,Falcon Heights
2057,Klamath County SD,470,Ferguson Elementary School
2057,Klamath County SD,471,Gearhart Elementary School
2057,Klamath County SD,472,Gilchrist Elementary School
2057,Klamath County SD,484,Gilchrist Junior/Senior High School
2057,Klamath County SD,473,Henley Elementary School
2057,Klamath County SD,485,Henley High School
2057,Klamath County SD,481,Henley Middle School
2057,Klamath County SD,474,Keno Elementary School
2057,Klamath County SD,2057,Klamath County SD
2057,Klamath County SD,486,Lost River High School
2057,Klamath County SD,475,Malin Elementary School
2057,Klamath County SD,488,Mazama High School
2057,Klamath County SD,476,Merrill Elementary School
2057,Klamath County SD,477,Peterson Elementary School
2057,Klamath County SD,4581,Sage Community School
2057,Klamath County SD,478,Shasta Elementary School
2057,Klamath County SD,479,Stearns Elementary School
2056,Klamath Falls City Schools,4545,EagleRidge High School
2056,Klamath Falls City Schools,459,Joseph Conger Elementary School
2056,Klamath Falls City Schools,2056,Klamath Falls City Schools
2056,Klamath Falls City Schools,5355,Klamath Learning Center
2056,Klamath Falls City Schools,487,Klamath Union High School
2056,Klamath Falls City Schools,1257,Klamath Youth Development Center
2056,Klamath Falls City Schools,461,Mills Elementary School
2056,Klamath Falls City Schools,462,Pelican Elementary School
2056,Klamath Falls City Schools,463,Ponderosa Middle School
2056,Klamath Falls City Schools,465,Roosevelt Elementary School
2262,Knappa SD 4,166,Hilda Lahti Elementary School
2262,Knappa SD 4,169,Knappa High School
2212,La Grande SD 1,1066,Central Elementary School
2212,La Grande SD 1,1068,Greenwood Elementary School
2212,La Grande SD 1,1069,Island City Elementary School
2212,La Grande SD 1,1073,La Grande High School
2212,La Grande SD 1,1072,La Grande Middle School
2212,La Grande SD 1,2212,La Grande SD 1
2212,La Grande SD 1,1067,Rising Stars Day Treatment
2059,Lake County SD 7,491,Daly Middle School
2059,Lake County SD 7,490,Fremont/Hay Elementary School
2059,Lake County SD 7,492,Lakeview Senior High School
2059,Lake County SD 7,489,Union Elementary School
1923,Lake Oswego SD 7J,53,Forest Hills Elementary School
1923,Lake Oswego SD 7J,54,Hallinan Elementary School
1923,Lake Oswego SD 7J,55,Lake Grove Elementary School
1923,Lake Oswego SD 7J,59,Lake Oswego Middle School
1923,Lake Oswego SD 7J,1923,Lake Oswego SD 7J
1923,Lake Oswego SD 7J,61,Lake Oswego Senior High School
1923,Lake Oswego SD 7J,62,Lakeridge High School
1923,Lake Oswego SD 7J,60,Lakeridge Middle School
1923,Lake Oswego SD 7J,1288,Oak Creek Elementary School
1923,Lake Oswego SD 7J,56,River Grove Elementary School
1923,Lake Oswego SD 7J,58,Westridge Elementary School
2064,Lane ESD,2064,Lane ESD
2064,Lane ESD,5299,Oregon State Hospital - Junction City Campus
2101,Lebanon Community SD 9,652,Cascades School
2101,Lebanon Community SD 9,653,Green Acres School
2101,Lebanon Community SD 9,658,Hamilton Creek School
2101,Lebanon Community SD 9,671,Lacomb School
2101,Lebanon Community SD 9,2101,Lebanon Community SD 9
2101,Lebanon Community SD 9,688,Lebanon High School
2101,Lebanon Community SD 9,3504,Pioneer School
2101,Lebanon Community SD 9,3503,Riverview School
2101,Lebanon Community SD 9,3505,Sand Ridge Charter School
2101,Lebanon Community SD 9,674,Seven Oak Middle School
2097,Lincoln County SD,623,Crestview Heights School
2097,Lincoln County SD,3361,Eddyville Charter School
2097,Lincoln County SD,3240,Lincoln City Career Technical High School
2097,Lincoln County SD,627,Newport High School
2097,Lincoln County SD,615,Newport Middle School
2097,Lincoln County SD,617,Oceanlake Elementary School
2097,Lincoln County SD,614,Olalla Center for Children & Families
2097,Lincoln County SD,625,Sam Case Elementary
2097,Lincoln County SD,4468,Siletz Valley Early College Academy
2097,Lincoln County SD,4038,Siletz Valley Schools
2097,Lincoln County SD,620,Taft Elementary School
2097,Lincoln County SD,628,Taft High School
2097,Lincoln County SD,621,Taft Middle School
2097,Lincoln County SD,611,Toledo Elementary School
2097,Lincoln County SD,622,Toledo Jr. High
2097,Lincoln County SD,629,Toledo Senior High School
2097,Lincoln County SD,630,Waldport High School
2097,Lincoln County SD,624,Waldport Middle School
2097,Lincoln County SD,618,Yaquina View Elementary
2098,Linn Benton Lincoln ESD,42,Childrens Farm Home
2098,Linn Benton Lincoln ESD,1271,Old Mill Center for Children & Families
2098,Linn Benton Lincoln ESD,5160,Wake Robin School
2012,Long Creek SD 17,3366,Long Creek School
2092,Lowell SD 71,5349,Bridge Charter Academy
2092,Lowell SD 71,599,Lowell Junior/Senior High School
2092,Lowell SD 71,2092,Lowell SD 71
2092,Lowell SD 71,598,Lundy Elementary School
2092,Lowell SD 71,5252,Mountain View Academy
2092,Lowell SD 71,1789,SAFE Center School
2112,Malheur County SD 51,2112,Malheur County SD 51
2085,Mapleton SD 32,568,Mapleton Elementary School
2085,Mapleton SD 32,569,Mapleton Jr/Sr High School
2094,Marcola SD 79J,603,Marcola Elementary School
2094,Marcola SD 79J,604,Mohawk High School
2094,Marcola SD 79J,5444,TEACH-NW
2090,McKenzie SD 68,593,McKenzie Elementary School
2090,McKenzie SD 68,594,McKenzie River Community School
2256,McMinnville SD 40,1228,Columbus Elementary School
2256,McMinnville SD 40,1315,Duniway Middle School
2256,McMinnville SD 40,2784,Grandhaven Elementary School
2256,McMinnville SD 40,1234,McMinnville High School
2256,McMinnville SD 40,1230,Memorial Elementary School
2256,McMinnville SD 40,1231,Newby Elementary School
2256,McMinnville SD 40,1233,Patton Middle School
2256,McMinnville SD 40,4639,Sue Buel Elementary
2256,McMinnville SD 40,1232,Wascher Elementary School
2048,Medford SD 549C,1350,Abraham Lincoln Elementary
2048,Medford SD 549C,3554,Central Medford High School
2048,Medford SD 549C,408,Griffin Creek Elementary School
2048,Medford SD 549C,421,Hedrick Middle School
2048,Medford SD 549C,409,Hoover Elementary School
2048,Medford SD 549C,410,Howard Elementary School
2048,Medford SD 549C,411,Jackson Elementary School
2048,Medford SD 549C,412,Jacksonville Elementary School
2048,Medford SD 549C,413,Jefferson Elementary School
2048,Medford SD 549C,416,Kennedy Elementary School
2048,Medford SD 549C,5205,Kids Unlimited Academy
2048,Medford SD 549C,4821,Logos Public Charter School
2048,Medford SD 549C,414,Lone Pine Elementary School
2048,Medford SD 549C,4593,Madrone Trail Public Charter School
2048,Medford SD 549C,422,McLoughlin Middle School
2048,Medford SD 549C,2048,Medford SD 549C
2048,Medford SD 549C,424,North Medford High School
2048,Medford SD 549C,415,Oak Grove Elementary School
2048,Medford SD 549C,417,Roosevelt Elementary School
2048,Medford SD 549C,418,Ruch Elementary School
2048,Medford SD 549C,423,South Medford High School
2048,Medford SD 549C,5304,The Valley School of Southern Oregon
2048,Medford SD 549C,419,Washington Elementary School
2048,Medford SD 549C,420,Wilson Elementary School
2205,Milton-Freewater Unified SD 7,1057,Central Middle School
2205,Milton-Freewater Unified SD 7,5297,Ferndale Elementary School
2205,Milton-Freewater Unified SD 7,5296,Freewater Elementary School
2205,Milton-Freewater Unified SD 7,5434,Gib Olinger Elementary School
2205,Milton-Freewater Unified SD 7,5295,Grove Elementary School
2205,Milton-Freewater Unified SD 7,1064,McLoughlin High School
2249,Mitchell SD 55,5440,Cascade Virtual Academy
2249,Mitchell SD 55,5441,Destinations Career Academy of Oregon
2249,Mitchell SD 55,5150,Insight School of Oregon Painted Hills
2249,Mitchell SD 55,3404,Mitchell School
1925,Molalla River SD 35,93,Clarkes Elementary School
1925,Molalla River SD 35,94,Molalla Elementary School
1925,Molalla River SD 35,142,Molalla High School
1925,Molalla River SD 35,4745,Molalla River Academy
1925,Molalla River SD 35,95,Molalla River Middle School
1925,Molalla River SD 35,1925,Molalla River SD 35
1925,Molalla River SD 35,121,Mulino Elementary School
1925,Molalla River SD 35,4818,Renaissance Public Academy
1925,Molalla River SD 35,128,Rural Dell Elementary School
1898,Monroe SD 1J,1321,Monroe Grade School
1898,Monroe SD 1J,43,Monroe High School
2010,Monument SD 8,3350,Monument School
2147,Morrow SD 1,813,A C Houghton Elementary School
2147,Morrow SD 1,815,Heppner Elementary School
2147,Morrow SD 1,818,Heppner Junior/Senior High School
2147,Morrow SD 1,4048,Irrigon Elementary School
2147,Morrow SD 1,817,Irrigon Junior/Senior High School
2147,Morrow SD 1,5433,Morrow Education Center
2147,Morrow SD 1,2147,Morrow SD 1
2147,Morrow SD 1,820,Riverside Junior/Senior High School
2147,Morrow SD 1,814,Sam Boardman Elementary School
2147,Morrow SD 1,4047,Windy River Elementary School
2145,Mt Angel SD 91,794,John F Kennedy High School
2145,Mt Angel SD 91,792,Mt Angel Middle School
2145,Mt Angel SD 91,793,St Marys Public School
2148,Multnomah ESD,4203,Doernbecher Childrens Hospital (educational program)
2148,Multnomah ESD,1298,Helensview High School
2148,Multnomah ESD,953,Kerr Youth Center/Wynne Watts School 
2148,Multnomah ESD,1800,Legacy 1
2148,Multnomah ESD,5450,Legacy 3
2148,Multnomah ESD,2148,Multnomah ESD
2148,Multnomah ESD,5399,Providence Medical Center
2148,Multnomah ESD,1806,Shriners Hospital (educational program) 
2148,Multnomah ESD,3168,The Creeks
1968,Myrtle Point SD 41,214,Myrtle Crest School
1968,Myrtle Point SD 41,215,Myrtle Point High School
2198,Neah-Kah-Nie SD 56,1020,Garibaldi Elementary School
2198,Neah-Kah-Nie SD 56,1022,Neah-Kah-Nie High School
2198,Neah-Kah-Nie SD 56,4481,Neah-Kah-Nie Middle School
2198,Neah-Kah-Nie SD 56,1021,Nehalem Elementary School
2199,Nestucca Valley SD 101J,1023,Nestucca High School
2199,Nestucca Valley SD 101J,1019,Nestucca Valley Elementary
2254,Newberg SD 29J,1335,Antonia Crater Elementary School
2254,Newberg SD 29J,1336,Chehalem Valley Middle School
2254,Newberg SD 29J,1216,Dundee Elementary School
2254,Newberg SD 29J,1217,Edwards Elementary School
2254,Newberg SD 29J,1218,Ewing Young Elementary School
2254,Newberg SD 29J,4342,Joan Austin Elementary School
2254,Newberg SD 29J,1219,Mabel Rush Elementary School
2254,Newberg SD 29J,1221,Mountain View Middle School
2254,Newberg SD 29J,1222,Newberg Senior High School
1966,North Bend SD 13,204,Hillcrest Elementary School
1966,North Bend SD 13,4603,Kairos - Coastline
1966,North Bend SD 13,205,North Bay Elementary School
1966,North Bend SD 13,208,North Bend Middle School
1966,North Bend SD 13,209,North Bend Senior High School
1966,North Bend SD 13,4690,Oregon Virtual Academy
1924,North Clackamas SD 12,3530,Alder Creek Middle School
1924,North Clackamas SD 12,4762,Ardenwald Elementary School
1924,North Clackamas SD 12,65,Bilquist Elementary School
1924,North Clackamas SD 12,4475,Cascade Heights Public Charter School
1924,North Clackamas SD 12,85,Clackamas High School
1924,North Clackamas SD 12,4226,Clackamas Middle College
1924,North Clackamas SD 12,4223,Clackamas Web Academy
1924,North Clackamas SD 12,4005,El Puente
1924,North Clackamas SD 12,4763,Happy Valley Elementary School
1924,North Clackamas SD 12,4715,Happy Valley Middle School
1924,North Clackamas SD 12,4764,Lewelling Elementary School
1924,North Clackamas SD 12,4765,Linwood Elementary School
1924,North Clackamas SD 12,4369,Milwaukie Academy of the Arts
1924,North Clackamas SD 12,73,Milwaukie Elementary School
1924,North Clackamas SD 12,86,Milwaukie High School
1924,North Clackamas SD 12,1264,Mount Scott Elementary School
1924,North Clackamas SD 12,4004,New Urban High School
1924,North Clackamas SD 12,1924,North Clackamas SD 12
1924,North Clackamas SD 12,3342,Oak Grove Elementary
1924,North Clackamas SD 12,4766,Oregon Trail Elementary School
1924,North Clackamas SD 12,87,Putnam High School
1924,North Clackamas SD 12,76,Riverside Elementary School
1924,North Clackamas SD 12,4767,Rock Creek Middle School
1924,North Clackamas SD 12,84,Rowe Middle School
1924,North Clackamas SD 12,4713,Scouters Mountain Elementary
1924,North Clackamas SD 12,2733,Sojourner School
1924,North Clackamas SD 12,3198,Spring Mountain Elementary School
1924,North Clackamas SD 12,78,Sunnyside Elementary School
1924,North Clackamas SD 12,4714,Verne A Duncan Elementary School
1924,North Clackamas SD 12,79,View Acres Elementary School
1924,North Clackamas SD 12,72,Whitcomb Elementary School
1996,North Douglas SD 22,296,North Douglas Elementary School
1996,North Douglas SD 22,297,North Douglas High School
2061,North Lake SD 14,1289,North Lake School
2141,North Marion SD 15,726,North Marion High School
2141,North Marion SD 15,724,North Marion Intermediate School
2141,North Marion SD 15,725,North Marion Middle School
2141,North Marion SD 15,3146,North Marion Primary School
2214,North Powder SD 8J,3365,North Powder Charter School
2143,North Santiam SD 29J,656,Mari-Linn Elementary School
2143,North Santiam SD 29J,788,Stayton Elementary School
2143,North Santiam SD 29J,809,Stayton High School
2143,North Santiam SD 29J,789,Stayton Middle School
2143,North Santiam SD 29J,717,Sublimity Elementary School
4131,North Wasco County SD 21,1093,Chenowith Elementary School
4131,North Wasco County SD 21,1097,Colonel Wright Elementary School
4131,North Wasco County SD 21,1262,Crossroads
4131,North Wasco County SD 21,1098,Dry Hollow Elementary School
4131,North Wasco County SD 21,1095,Mosier Community School
4131,North Wasco County SD 21,4131,North Wasco County SD 21
4131,North Wasco County SD 21,1101,The Dalles High School
4131,North Wasco County SD 21,1100,The Dalles Middle School
4131,North Wasco County SD 21,5250,Wahtonka Community School
2230,Northwest Regional ESD,1167,Levi Anderson Learning Center
2230,Northwest Regional ESD,1284,Lifeworks Northwest
2230,Northwest Regional ESD,2230,Northwest Regional ESD
2110,Nyssa SD 26,702,Nyssa Elementary School
2110,Nyssa SD 26,704,Nyssa High School
2110,Nyssa SD 26,703,Nyssa Middle School
1990,Oakland SD 1,266,Lincoln Middle School
1990,Oakland SD 1,267,Oakland Elementary School
1990,Oakland SD 1,268,Oakland High School
2093,Oakridge SD 76,4717,Bridgeway House
2093,Oakridge SD 76,600,Oakridge Elementary School
2093,Oakridge SD 76,602,Oakridge High School
2093,Oakridge SD 76,601,Oakridge Junior High School
2093,Oakridge SD 76,1545,Wellsprings Friends School
3476,ODE JDEP District,2831,COIC Skills Lab
3476,ODE JDEP District,2848,Donald E Long School
3476,ODE JDEP District,2836,Jackson County Juvenile
3476,ODE JDEP District,2838,Josephine County JDC
3476,ODE JDEP District,2839,Klamath County Juvenile
3476,ODE JDEP District,2841,Lane County Dept of Youth
3476,ODE JDEP District,2842,Lincoln County Juvenile
3476,ODE JDEP District,2843,Linn County Juvenile Detention
3476,ODE JDEP District,2846,Mill Creek Academy
3476,ODE JDEP District,2832,Mt Nebo Alt Ed
3476,ODE JDEP District,3129,NORCOR Education Detention Center
3476,ODE JDEP District,2858,Yamhill County Juvenile
3477,ODE YCEP District,2258,Monroe School
3477,ODE YCEP District,2260,New Bridge High School
3477,ODE YCEP District,2387,Ocean Dunes High School
3477,ODE YCEP District,2386,RiverBend High School
3477,ODE YCEP District,2388,Riverside High School
3477,ODE YCEP District,4609,Three Lakes High School
3477,ODE YCEP District,4588,Trask River High School
3477,ODE YCEP District,1828,William P Lord High School
2108,Ontario SD 8C,694,Aiken Elementary School
2108,Ontario SD 8C,692,Alameda Elementary School
2108,Ontario SD 8C,693,Cairo Elementary School
2108,Ontario SD 8C,696,May Roberts Elementary School
2108,Ontario SD 8C,699,Ontario High School
2108,Ontario SD 8C,698,Ontario Middle School
2108,Ontario SD 8C,2108,Ontario SD 8C
2108,Ontario SD 8C,697,Pioneer Elementary School
1928,Oregon City SD 62,4585,Alliance Charter Academy
1928,Oregon City SD 62,105,Beavercreek Elementary School
1928,Oregon City SD 62,106,Candy Lane Elementary School
1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences
1928,Oregon City SD 62,109,Gaffney Lane Elementary School
1928,Oregon City SD 62,115,Gardiner Middle School
1928,Oregon City SD 62,107,Holcomb Elementary School
1928,Oregon City SD 62,110,Jennings Lodge Elementary School
1928,Oregon City SD 62,114,John McLoughlin Elementary School
1928,Oregon City SD 62,116,Ogden Middle School
1928,Oregon City SD 62,1928,Oregon City SD 62
1928,Oregon City SD 62,118,Oregon City Senior High School
1928,Oregon City SD 62,2735,Oregon City Service Learning Academy
1928,Oregon City SD 62,139,Redland Elementary School
1928,Oregon City SD 62,4480,Springwater Environmental Sciences School
2336,Oregon Department of Education,4850,Eagle Charter School
2336,Oregon Department of Education,4040,Four Rivers Community School
2336,Oregon Department of Education,1832,Oregon School for the Deaf
2336,Oregon Department of Education,4604,The Cottonwood School of Civics and Science
2336,Oregon Department of Education,4720,The Ivy School
1926,Oregon Trail SD 46,97,Boring Middle School
1926,Oregon Trail SD 46,102,Cedar Ridge Middle School
1926,Oregon Trail SD 46,101,Firwood Elementary School
1926,Oregon Trail SD 46,99,Kelso Elementary School
1926,Oregon Trail SD 46,96,Naas Elementary School
1926,Oregon Trail SD 46,4820,Oregon Trail  Academy
1926,Oregon Trail SD 46,1926,Oregon Trail SD 46
1926,Oregon Trail SD 46,100,Sandy Grade School
1926,Oregon Trail SD 46,141,Sandy High School
1926,Oregon Trail SD 46,88,Welches Elementary School
1926,Oregon Trail SD 46,2392,Welches Middle School
2060,Paisley SD 11,3360,Paisley School
2181,Parkrose SD 3,931,Parkrose High School
2181,Parkrose SD 3,930,Parkrose Middle School
2181,Parkrose SD 3,2181,Parkrose SD 3
2181,Parkrose SD 3,925,Prescott Elementary School
2181,Parkrose SD 3,926,Russell Elementary
2181,Parkrose SD 3,927,Sacramento Elementary School
2181,Parkrose SD 3,928,Shaver Elementary School
2207,Pendleton SD 16,4116,Hawthorne Middle/High School
2207,Pendleton SD 16,2270,Homestead Youth & Family Services
2207,Pendleton SD 16,1047,McKay Creek Elementary School
2207,Pendleton SD 16,4202,Nixyaawii Community School
2207,Pendleton SD 16,5287,Pendleton Early Learning Center
2207,Pendleton SD 16,1052,Pendleton High School
2207,Pendleton SD 16,2207,Pendleton SD 16
2207,Pendleton SD 16,1048,Sherwood Heights Elementary School
2207,Pendleton SD 16,1051,Sunridge Middle School
2207,Pendleton SD 16,1049,Washington Elementary School
2192,Perrydale SD 21,3378,Perrydale School
1900,Philomath SD 17J,18,Blodgett Elementary School
1900,Philomath SD 17J,3162,Clemens Primary School
1900,Philomath SD 17J,3440,Kings Valley Charter School
1900,Philomath SD 17J,20,Philomath Elementary School
1900,Philomath SD 17J,22,Philomath High School
1900,Philomath SD 17J,21,Philomath Middle School
2039,Phoenix-Talent SD 4,3247,Armadillo Technical Institute
2039,Phoenix-Talent SD 4,370,Orchard Hill Elementary School
2039,Phoenix-Talent SD 4,371,Phoenix Elementary School
2039,Phoenix-Talent SD 4,374,Phoenix High School
2039,Phoenix-Talent SD 4,2039,Phoenix-Talent SD 4
2039,Phoenix-Talent SD 4,372,Talent Elementary School
2039,Phoenix-Talent SD 4,373,Talent Middle School
2202,Pilot Rock SD 2,1027,Pilot Rock Elementary School
2202,Pilot Rock SD 2,1028,Pilot Rock High School
2016,Pine Creek SD 5,347,Pine Creek Elementary School
1897,Pine Eagle SD 61,15,Pine Eagle Charter School
2047,Pinehurst SD 94,407,Pinehurst Elementary School
2081,Pleasant Hill SD 1,500,Pleasant Hill Elementary School
2081,Pleasant Hill SD 1,502,Pleasant Hill High School
